,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197
X204740_at,7.601908493,8.19517112,8.416697867,7.922824805,8.860148219,8.360486652,8.204228678,7.929458451,8.32447329,8.352054421,7.986988279,7.80143032,8.212557892,8.058675921,7.073787364,7.327943804,7.903715252,8.392397832,6.961235134,8.512260013,8.569379857,8.577034932,8.453921655,8.66089862,8.265114877,8.372128493,8.382808501,8.891195733,8.780993755,8.480884342,8.237635028,7.979441215,8.381049007,7.861769709,8.907449075,8.162896282,8.692153542,8.062176456,8.005498114,8.398102157,8.076673361,8.06962902,6.856569291,8.41004172,7.973651379,8.767299765,8.638994155,8.59609909,6.944152703,8.173744428,8.277079686,7.731041368,7.768019109,9.089990694,8.542517779,7.93608306,8.779409584,7.536541375,8.124938485,5.150139297,8.592808679,7.961877756,7.885584982,7.251085909,7.978298083,8.34164254,8.2272207,7.52683609,8.653911834,7.828311706,8.556632041,8.192284131,7.69151317,8.497281132,7.625416849,7.440999077,8.665903549,8.874869405,8.16863435,8.568656624,8.825943732,8.093592002,8.424613719,7.946955344,7.945199115,8.851503694,8.027020779,7.68534942,7.481793814,8.911718468,8.276320221,8.58875942,8.45904995,8.580360767,7.891018888,8.509144215,8.367290218,8.895583793,8.747822734,8.892158566,8.335671925,7.902472847,9.467526416,7.284458756,8.580732686,8.957413765,8.440781703,8.90911483,8.775271199,8.333637575,8.721696828,8.444519228,8.755629684,7.86277595,8.646692844,8.472887972,8.614992368,7.935657454,7.535177502,8.288164114,7.123986446,7.470290586,7.832832853,8.681856511,3.429709743,8.356272304,8.063672857,8.387608883,8.718481933,7.847169762,8.046080244,8.56385604,8.1803185,9.172491895,8.346771188,8.726970322,8.121579524,8.199038845,8.231498512,8.596300418,7.408819937,8.478019907,8.799105405,8.298263176,8.476547482,7.392086346,9.430824395,7.784878388,9.548874301,6.993283261,8.193840026,8.869880804,9.13769173,8.357578288,9.082743827,8.794646175,7.93574782,7.482047595,8.71109453,9.018263511,8.594331179,7.960447627,8.908562885,8.082575035,7.702489278,5.717293456,8.0570747,8.595207754,6.519604448,8.608521577,4.882631152,7.448261513,8.152121071,6.624871197,8.012738667,7.94297842,8.689926241,8.711947038,6.90346376,9.184112621,7.739155898,8.442929727,8.497417836,8.81922647,7.370648751,8.472542736,8.58814614,7.444891339,8.457043953,8.511804053,7.855202995,8.503216275,7.782341681,8.531956968,8.474050671,8.162863162,8.43577031,8.174501576
X204768_s_at,9.15488918,9.589404864,9.035383861,9.327680874,9.200265037,8.731870709,10.47637519,8.667221138,9.166649358,8.763037278,9.649219643,8.400250231,9.193340406,8.833890231,8.423108229,9.684607152,9.165004995,9.325613311,9.038088641,8.544606731,7.647379418,10.24644578,8.372478799,9.806168208,9.091739339,9.113807235,7.200105518,8.026643736,9.550675507,8.550486061,8.158849484,9.202511872,8.03241677,8.289600455,8.877171283,8.177844461,8.557182595,8.105964291,9.365412556,8.499571247,9.820814502,9.943148893,9.432516299,8.777375061,9.981198639,8.551210759,8.595350958,8.783651945,9.082676811,8.522767496,9.105837709,8.525693896,9.020047372,8.688673845,9.157074375,9.068323305,7.498037021,8.783424718,9.151350982,9.409672596,9.174855091,9.104668866,8.928038566,8.520002114,9.075062211,7.786716173,8.222862122,8.568053002,8.149522539,8.85656527,8.863901198,8.970890272,8.829293178,7.968354165,8.90079851,9.000758767,8.415622912,9.212439984,8.92989601,8.280363096,8.548886834,9.790197636,8.09025698,8.802937473,8.231496265,9.20777422,9.790756947,8.27144752,9.254256578,8.438952037,9.167586798,8.345957207,9.446167794,10.19810404,10.00262686,9.684954037,9.053649052,8.068629386,8.44368994,7.488705925,9.396853153,8.561403948,8.040765739,8.926453883,8.775269437,9.427580457,7.917376387,8.384942641,8.209033891,7.871063808,8.297353947,7.605836946,8.437208444,8.777878146,8.802481512,8.959565814,9.693003635,8.654849071,8.2873871,8.300304148,8.879339841,8.844015252,8.319881478,8.64045783,9.372153576,8.304737246,9.34543527,9.097424132,8.750933946,8.332486879,7.975634529,8.048840614,8.888023828,10.12766166,9.009756367,8.959768092,9.978484611,8.845282388,8.756458094,8.069777391,9.085982588,8.922080801,8.772533423,9.347986617,7.740986698,8.440611426,8.40611922,7.646517013,7.515701928,9.933144645,9.510531395,8.672434819,8.591187482,8.91605568,8.098142671,8.37456267,8.530872409,8.466614917,8.495462097,8.633404353,8.941803026,8.973260853,8.04753703,8.852498233,8.060762782,9.662738918,8.006130003,9.151336674,9.178180145,8.521021475,9.311891276,9.077718199,8.797920873,8.951447683,9.256083358,8.959150334,8.322523563,8.997411236,8.779816769,8.486643922,8.51447414,8.608687571,8.524712958,9.445747883,9.143523358,9.137661111,8.983275632,8.752146875,10.26817426,8.817655508,9.582293656,8.551100864,8.466943354,10.13119573,9.598646006,9.587067889,8.619717209,9.185994736
X204888_s_at,6.650902251,6.051767693,4.022376419,7.980358744,7.652953485,6.508527889,6.631097064,5.715842522,8.665163872,6.581086198,6.040625291,6.00665654,4.886418225,6.550820612,4.980344362,6.393600443,5.822990567,6.006721784,5.528590417,5.400417412,5.846863134,5.962743679,6.286460607,6.528982928,6.773913681,7.254206563,6.111701304,7.065046147,5.74024621,6.091458679,6.383074157,7.43398609,6.760328936,4.511076589,5.858579918,6.283264546,6.41054431,6.645654882,6.118657975,5.857534129,5.648871963,7.360903959,5.238527677,5.838528325,5.725012809,6.627540775,6.683795171,6.986479377,5.416330855,6.802181928,6.201580151,6.351565907,4.106750389,6.92000723,5.498123045,6.474872829,6.63545771,7.463541842,6.303663329,5.925502409,6.911516423,6.60205539,5.200964564,6.643785281,5.514516035,6.349428816,6.78070531,6.160772128,6.411035031,6.884385956,6.226039368,7.008924544,6.303143249,7.271068145,6.52070283,6.975760936,5.127203242,6.258049963,3.332576316,7.341346389,5.741431512,5.496840094,5.641680098,6.402705025,5.828083356,6.409682241,6.247322596,6.885960531,5.331571547,5.773487203,5.126696873,5.346571489,6.505428581,6.749647221,6.432689757,3.947061782,6.965776205,4.637167994,7.337120912,5.668550937,4.635246966,6.501080449,6.512177584,4.946503588,6.809545692,5.955854951,6.539938755,6.573518122,6.1256736,7.008376115,7.049850564,5.519793268,5.919023192,7.07939341,6.00486589,6.419804279,6.047342852,6.161856559,6.589894927,4.25522227,6.530190509,6.011424151,6.817186394,6.601317224,6.273216432,5.451902465,5.690608234,4.826056935,6.768597045,6.878407046,6.161067573,5.714828412,3.609213014,6.742249414,3.708320576,7.11213232,6.922739492,3.741133605,5.2834212,6.023137453,5.508785459,6.456467944,6.260082964,6.593812556,7.198307672,6.738965091,6.464811445,2.573139961,6.544455315,6.036430777,5.808349398,6.796527033,5.985849759,7.278589996,6.478092222,7.132561429,6.010070099,3.290689295,6.210506648,5.001248139,7.00494564,6.018444829,6.848561192,7.669081254,5.743695746,5.985827271,6.057451527,6.532376476,7.337504359,5.568301091,6.637271717,7.659571838,6.489419874,4.245542214,6.279613183,6.304798787,6.713699318,6.107679109,4.384016817,6.592037751,6.390029831,6.926182745,5.880739138,5.531619338,6.658898252,6.988624209,5.979496008,7.532064363,6.427170662,7.054160049,5.230281466,5.509374247,3.226724696,6.320023546,4.644638921,7.079467026,7.490995926,5.536176505
X205034_at,8.060232214,9.964649467,9.017518274,8.455317964,6.53963351,7.118444342,9.14032988,7.838059406,7.513901581,7.908155122,7.957535543,7.465973127,8.820008515,5.902680749,9.161126299,6.120682105,8.130442929,7.465061838,7.188209031,6.716627352,8.432438371,10.22192105,7.621047887,8.746748032,8.760064634,6.185486639,6.830291409,6.51142819,9.278156096,7.185078504,8.501791871,8.504933645,8.293093472,7.931965145,7.243263068,9.072597757,8.784577934,6.303859609,8.9342393,6.924858071,8.948153676,8.911574072,9.603139192,6.372265879,9.385817554,6.336382457,6.144903956,6.220761592,7.102273991,7.040765801,8.879539703,7.762842462,8.525297683,5.411716749,8.264650038,4.654294911,6.370935081,8.911082819,8.458051324,8.417048871,8.061816225,8.776591038,7.577994102,6.314541618,7.22720378,7.04270281,2.360472805,6.854715845,7.671704735,8.011741062,7.806844832,7.901512389,7.818320794,8.144533949,7.677321404,8.862371231,7.053112359,6.968727813,8.213379892,5.092550699,6.926053883,8.925761728,6.468297522,8.5600216,7.036748793,7.219781463,8.818211114,7.189579028,8.707744186,8.806622073,8.477562532,7.453398726,9.228632923,5.906866721,8.372607276,8.633227687,8.385010965,8.282192195,7.800045998,6.531566011,8.016153481,9.006814429,6.783389421,7.318290207,7.883488938,7.327557313,4.556370654,6.924327525,6.683240503,7.663516362,7.875046212,5.998718309,6.332157199,9.06998476,8.144408069,7.477177082,8.013494498,7.169984062,6.17676332,7.911832416,8.538341584,8.232560466,6.851797218,7.009794485,8.467417112,7.440486994,7.231964171,9.394030381,8.788363364,9.429369659,7.936401772,7.123887495,8.404382378,8.04204695,7.049167726,7.800381591,10.44332035,7.256433802,7.922746727,6.7367067,7.15864002,8.950428283,7.079567918,8.392721901,7.127070735,7.598658701,8.195174169,6.813061881,6.921806866,7.540816921,7.103475578,8.029215784,7.448780895,9.881371274,6.355773729,7.525012637,7.285257836,6.423229542,7.132746958,8.843669642,8.059315956,7.336321936,7.056430124,6.907350682,7.935011596,8.688960045,6.736422614,8.679812629,7.583867506,6.366821349,7.87771578,8.172837208,8.183867552,10.58136794,8.163266427,9.386890262,6.964144543,7.189250536,8.521193555,8.391238036,8.01031315,8.747948149,6.629636878,9.273581718,8.580785999,6.342113021,7.185344955,7.539221934,7.665845879,7.344919075,9.643250977,7.167069233,7.882685296,9.843616717,9.326456593,7.994452244,5.652260106,7.769465788
X205848_at,3.919304167,1.769561492,1.555957737,6.168657982,6.360841842,5.669307926,4.162914134,6.132850421,5.542789509,5.285121314,2.021620464,6.392665855,1.120144163,4.530012808,4.944740955,4.048856824,5.401789265,4.738834299,4.681184219,1.693145058,1.933612827,7.359331616,6.76505343,2.897000922,6.119730826,4.841389752,6.059014227,3.414134385,1.164543428,2.582415787,3.976145246,3.824226881,6.011510559,4.592767305,4.595542202,6.160036025,5.075436008,5.303881161,5.305467753,4.488059032,8.677299632,1.500828894,2.452468149,1.924302437,6.320996179,6.529493444,4.655082449,3.167816581,2.554511248,2.191142589,5.339001522,3.304412196,5.691640715,5.743818353,5.238421886,4.135815673,3.216971453,2.71145699,2.815634569,1.412119047,5.764359689,3.271232773,6.134580264,5.084887279,5.830372197,5.647097097,5.747294622,2.642234177,4.507969862,3.289431351,2.9675435,4.829677156,6.620946547,3.232104231,1.22481892,5.448654557,5.428439113,2.992936226,6.049337244,3.486323143,6.969086069,6.824562668,4.253812444,4.791705194,5.781855308,4.392078905,6.835856489,7.881209733,5.308155341,0.832806463,7.357204062,6.309236088,4.397567763,2.472177745,5.033576215,5.361043425,5.716137442,3.258959586,2.961089531,4.461932116,2.071195228,6.490537771,7.309034794,7.830135086,6.335619211,5.713903639,7.062172565,5.070897871,7.901115072,5.347408808,5.384222292,5.863704902,6.526791769,2.726254465,6.64478382,2.744384538,6.619905704,2.70607522,1.646731939,5.143947207,2.401315941,6.622682677,5.017618211,1.823207196,2.014167867,1.127827093,7.339597671,5.65125184,7.064130536,4.920320467,4.887959719,5.90861287,6.292342734,5.852323023,6.042761559,3.659002656,5.908447789,5.886329118,5.716819377,6.768034422,0.772163574,6.153302722,5.070381746,3.354587025,5.777540908,6.571943266,5.046577968,3.613990267,2.153762621,1.442225911,2.86674672,5.495424615,2.869111549,5.777069537,6.442952532,5.145242866,5.328960316,6.284788737,2.899389112,1.172264202,6.437803034,3.898303858,5.63565534,3.628322776,4.714396696,3.429701951,6.455230521,5.20660839,5.721096024,5.794420056,6.492968056,3.040313841,5.232718746,1.330129966,4.79352291,5.526957791,5.021481335,5.727474121,4.111312136,5.367247098,2.288238518,6.322461755,6.639599161,1.381581242,5.3528361,5.754291369,6.169226431,3.664932721,8.064192391,4.266959785,4.777655576,3.768253498,4.288413189,5.79023564,3.80037741,4.55902458,5.477455666,6.440051276
X206295_at,5.326000508,8.290122754,5.73116949,8.538247089,5.979281656,6.223989328,7.20252877,7.250203998,8.131631727,6.525141892,6.858567341,7.243308925,8.238131422,7.078910585,7.927440467,3.910207629,5.446200014,6.639045644,7.508039008,6.379476714,7.566960598,5.245146369,8.74284133,2.343763024,8.12890152,7.536250655,5.845646806,5.553310784,7.432744756,6.922930811,8.173271223,6.014733892,6.39838812,7.630419999,6.563478636,6.432356634,6.876941723,7.599435871,7.660476894,8.069664092,6.890903817,2.89548236,7.055174081,7.276593199,7.488091469,5.637033953,5.016107136,5.819150309,6.613154509,6.72342606,7.017188156,6.940808464,7.26330135,6.106177736,7.337750146,6.032588545,1.540421417,7.524301946,6.895767959,6.263940387,6.262412639,6.505677483,5.512153492,5.959924596,7.044997597,7.773133599,7.9968388,6.669625749,7.693462843,6.736805956,6.482784413,7.843861924,7.062893373,7.191109015,7.230341281,6.950764236,6.11351226,6.076068911,7.617384345,6.825941058,6.195584533,6.097064764,7.407453467,6.891620024,6.421395144,7.241932127,7.598546973,6.51238128,6.704499075,7.366865071,7.76595941,7.158513621,7.178919864,6.359202044,6.372996374,6.663978878,5.740124434,6.589880682,5.202720826,5.418014369,8.060349584,7.148313655,5.509513065,6.757706325,6.450042964,7.265539155,5.699626613,6.791562861,6.629935091,6.455174067,6.521720134,8.148647268,6.938052081,5.769063012,5.82647113,7.223842754,4.952316887,6.911608142,6.452417575,6.996202873,5.478377839,6.150247664,6.857978978,7.00934832,6.152419546,6.997956415,7.365046447,6.563610767,3.620359341,7.196183271,5.295303976,7.114964999,5.498737702,3.460181856,6.256419126,6.159261993,7.503284342,7.828161905,6.187404558,2.894268886,5.211027876,4.950496881,7.173975277,6.197794206,5.609649877,7.201088586,7.048659226,5.0119254,3.636092904,7.416368737,6.371583203,6.511586813,6.659168509,6.231603996,4.829869533,7.497160259,6.560824969,6.63434401,6.72095323,6.91850874,7.273127683,5.878521364,6.705602845,5.432690695,6.781867326,6.83613376,5.725318648,7.005205073,7.464064605,7.533918334,7.016846576,3.088494469,8.161632077,6.446153185,8.091335875,6.390180984,7.086603692,6.404897526,7.000092117,6.504506581,8.677198725,7.498478344,7.331218776,6.56651713,7.513234646,7.013857408,7.658187807,7.192494406,7.055076124,5.491644722,7.44060652,7.112591948,7.776571251,6.915913444,6.655799329,6.845962364,7.33832402,6.939690809
X207118_s_at,3.279890604,2.601027638,3.913436391,2.946790656,3.282291588,5.68445473,3.038015637,6.238883306,2.731101828,3.682423928,4.566880056,3.384380279,2.811112458,3.908142783,2.470618653,3.824015804,3.184992754,2.327398074,3.616914715,2.917847786,3.612516528,2.984671404,3.207979095,2.973425511,3.271520877,3.563967516,6.362655581,4.856363309,3.449927312,2.960307855,3.638558381,2.76412925,4.34789304,3.662583211,3.034209241,2.847139429,3.157132469,2.791061481,3.009656947,3.402974613,3.075975396,3.136921529,4.603284781,5.312707795,2.217207014,6.398528692,4.443968613,4.342704129,3.406656911,5.234191734,2.598079633,3.844918405,4.462808184,2.962786072,2.606245192,4.10835338,4.452462781,5.421350171,3.508987599,2.579982356,3.060162723,2.729903118,5.103119792,3.359826143,3.060439249,3.629713328,6.709960766,6.339964625,3.617886625,2.926607205,4.064967833,3.729211712,5.000530763,6.474974265,3.13794002,4.561182613,3.414123198,5.720030524,5.153285014,4.084202904,6.140569349,2.873276464,6.00777901,3.663997714,5.150007184,3.054208765,3.211798635,3.813378095,3.509800881,3.82422511,3.475475792,4.056259568,2.733379228,3.125005209,3.514371629,2.867481136,3.610548456,4.705910334,3.726728933,2.840476415,4.055969416,5.29456813,6.530589131,2.796967385,6.045591128,3.536698611,3.33424516,4.554466771,5.14225456,3.980138596,3.52105862,5.26951627,2.451749386,6.572861742,3.012863391,3.937404873,3.555471375,3.860693326,2.561775739,4.493769977,2.675512303,2.518839111,3.67533951,4.057085068,5.892782828,2.98217754,2.796670367,4.021713773,2.84392212,2.200824106,3.077354582,4.201758806,3.966809218,3.140604396,3.739421926,4.4870507,3.151991625,2.84463628,3.395842218,3.670009016,3.930276394,3.204321179,5.734191378,2.56699765,3.913620122,2.300319932,2.706687165,2.815101755,6.850120228,3.000877573,2.77216095,5.528013359,3.080560845,3.395875024,3.53374504,3.215398251,2.989405106,3.333658462,4.263324441,4.450681875,4.341892461,3.660081471,4.148616759,3.287443806,3.142609624,3.358673599,3.680555504,3.57154133,3.444887677,6.81846253,3.354949651,2.969020955,3.234321156,4.170193742,2.73336839,3.363289916,7.594480082,3.898233805,2.955084688,2.920045339,3.32026044,2.646032517,3.536956007,2.652071611,3.008782639,2.668470328,4.656586293,2.524441668,4.116160076,2.459260893,2.984625376,3.609549827,2.952128985,3.088407927,2.914199179,3.244653448,4.545402675,5.891667124
X208180_s_at,10.79296856,8.451001478,6.942269271,7.56374462,9.368707046,7.324821434,9.500243067,6.445178269,7.406964727,6.566241389,8.110759728,5.066149713,10.45870757,11.11323459,8.492644939,7.613587716,6.717425845,10.56861451,8.48153628,6.693726637,5.928553689,10.65271912,7.73513256,10.05128089,8.148735513,8.147998976,5.376178035,7.137747639,6.70167451,6.820877278,6.844146316,7.691161617,7.148618737,8.319776472,7.555341057,6.081705467,10.67171712,9.572729052,7.229729195,7.146305206,7.042431899,9.545228122,7.663804493,7.631511386,9.428564194,6.453883109,7.887377517,9.772508751,6.535371484,9.406821365,9.545174229,7.133428754,8.588179531,9.182986862,8.808057008,7.517164963,9.344452464,6.118754997,7.294107721,9.111132999,8.218503811,6.679898021,7.714371965,7.675555344,8.929000838,6.003372734,6.420595471,6.169544179,8.242018409,7.462729635,9.091892635,6.35994763,7.236272003,8.92626023,5.407809266,7.971678441,5.456911783,6.760381054,7.60179065,7.996722941,9.833053643,7.758269638,5.499110696,8.50614971,8.971540876,8.838571198,7.493165932,8.863618043,8.435976865,6.675728333,7.75914109,8.143755425,6.816782912,7.458556506,8.658592288,8.990652033,7.91497732,7.23373073,6.055523263,7.100265644,6.708805285,7.714073348,6.395832801,5.574205712,7.941359602,4.974386631,6.428255854,5.375808075,6.582476542,8.691709703,9.755860427,6.517710219,6.116490341,6.184366045,6.26179658,8.379008439,5.742845979,8.445832366,6.228260797,7.269976699,6.808895732,7.301106362,7.035089709,7.66374524,6.80094954,7.953985384,5.517695011,6.522139136,3.191488572,7.678687479,7.058636165,6.807104018,11.65171742,8.31586553,6.354968527,7.173390554,6.278720289,6.343060034,6.237012877,7.398793119,8.780807224,8.994885137,5.762300214,6.995670556,7.487496481,6.395810594,7.153629679,7.080736692,6.52059835,6.437876791,6.263754683,8.224351319,9.881396318,8.72433192,5.944205291,10.3049746,5.62907278,6.39658172,5.945334553,6.4958714,6.514775065,8.506926952,7.063956445,9.962349384,9.414992203,7.593029595,6.853616519,8.374274279,8.012731113,6.866974785,7.289655015,9.680613327,7.581040309,7.63032658,5.28651162,12.11066596,7.494984301,7.488326132,7.27454491,7.614851564,7.395302462,8.413232616,6.376428647,9.065879593,8.386029039,8.020625217,8.679503817,5.162248742,6.808865366,11.22043431,7.377163864,6.911703714,6.324130289,6.828883675,8.087755999,7.84565928,7.086102452,11.0065491
X208683_at,13.35999287,12.15087174,13.25088665,12.80244407,12.48117439,13.5818316,13.56687802,12.61193011,12.97250804,11.97318079,12.83883844,12.43738115,12.38147786,13.29881062,13.03449214,11.97410841,12.16753763,13.24172706,12.77484288,12.5076707,12.26960302,12.22012766,12.22773705,13.50014494,12.00013389,12.93781006,13.27422407,11.83499933,13.30427598,12.30554524,12.77082011,12.58517696,13.07833851,13.52959821,13.64636271,12.53035787,12.42696059,12.62852489,12.38107792,13.50118895,11.82511598,10.51131907,12.27241226,12.91889783,12.71756127,12.70535302,12.41511821,12.64090505,11.8835997,10.97004471,12.62371167,12.34324145,12.22451427,13.63471871,13.1677259,12.82537516,11.70301737,12.78297942,13.15340341,12.30018537,13.15559635,12.1291926,12.4640659,13.09585407,11.87127313,13.79133042,12.78762703,12.39632249,12.36450887,12.71580928,12.86512213,12.88908545,11.8455603,11.99068095,13.33508241,11.53197222,12.04398516,13.37290239,12.99857373,12.04265509,12.74218599,13.05488562,13.23809715,12.96628922,12.79063115,12.48809784,12.16351221,12.40873532,12.54828355,11.75215744,12.06378642,12.40936046,13.83904004,12.5437413,12.86008735,12.5513022,13.49896276,12.31618192,12.95633452,12.82100883,12.6033394,11.69594328,12.33649556,12.07064566,12.01148991,13.0924048,12.25937091,12.45772122,11.79108982,13.78070323,13.53104823,13.10518917,12.85751934,12.53121912,13.14526115,12.85525489,11.59141339,12.88836239,13.38880469,13.83441219,12.29250542,13.50757814,12.27120118,13.38611078,13.3044123,13.73548822,12.8049216,12.27047269,12.42575989,13.00059316,13.3699186,12.99880289,13.13362533,10.07663359,12.73530362,12.47121173,13.45712266,12.19969613,11.88961786,12.58586188,12.37270873,11.11188134,12.47740828,13.00391191,12.57983357,13.25828363,13.79131071,13.31517752,13.1165052,13.53043368,13.3427668,13.46314845,12.30385141,10.17116437,12.77501987,12.46797224,12.47533889,12.41774756,12.72039811,12.52337013,12.04949768,12.50515802,12.79342689,12.33404054,12.76595008,12.37811333,12.40233555,12.30278208,11.9452738,12.94949654,12.86136004,11.2620868,12.9034908,11.95061553,11.86038945,11.12766697,12.54912952,12.79144515,11.91547746,11.71471643,12.49557816,13.80617191,12.5977638,12.22480859,12.31024206,12.42232176,12.64039921,13.10028544,12.81537655,13.06177952,11.86354054,13.22081876,12.46959806,12.70608709,12.90115453,12.23044923,12.43100312,12.09521229
X209500_x_at,10.9532401,10.83506395,10.83186104,11.06762913,10.09849278,9.812552517,10.34315345,9.95891932,8.993118497,9.677878507,10.21058774,9.361025386,9.532921651,11.32239194,10.33031112,9.213512615,9.289716876,9.554957806,11.69544081,9.922261201,8.985283295,9.183789914,9.638446951,9.27719087,9.747423814,9.671723126,9.225285272,10.01006392,9.787835481,9.506999935,10.38398736,8.970479672,10.56137639,11.13739996,11.00909255,10.01763277,9.533264931,10.52294432,10.05880235,10.0669424,8.93094014,9.257714554,10.05137403,10.43329087,10.84360376,10.00117176,10.05421293,9.386521763,10.37507701,9.675811538,9.890379676,10.51451233,10.48954481,10.82809333,9.845827657,10.61320167,9.075032267,9.868275288,9.823898206,8.555572995,10.24092156,9.727232737,9.686256403,9.952156501,9.269389765,10.69679779,10.43958743,9.40244988,10.27612125,9.491970778,10.23955492,10.78400283,9.545728879,9.749926037,9.946591069,9.785556322,10.44497223,10.63005798,9.692717486,9.877037459,9.732681654,8.912508628,10.2623851,9.728775882,9.52067486,10.01530847,10.91647796,9.289737464,10.78164561,10.39927026,9.435417098,10.05251835,10.01072096,9.642197005,10.72030551,9.697006098,9.571739318,10.38015566,9.035927927,9.738734974,10.7016217,10.26396143,10.2281303,10.02553988,8.789369704,10.2466367,10.66116739,9.395975291,9.084615191,8.909198504,10.42036779,9.898176917,10.88065734,8.867009384,11.18552723,9.188878974,8.826141444,10.90223601,10.20209119,9.899892285,10.320126,9.841914393,10.1681836,9.96299644,10.1483235,10.5780116,10.0812009,9.647208286,9.029172624,10.66230291,9.212314996,9.579609218,11.15557298,8.509883026,10.50186007,10.47379963,9.75283824,10.21878166,9.514538036,10.00069985,9.543348931,9.253804348,9.64217115,9.588443065,9.852977422,10.98115474,10.67843361,10.23493744,9.767666777,10.78612919,9.675976365,9.901693227,11.16776562,9.943191477,10.45338523,10.18034154,10.27684053,9.794221285,9.837179032,9.590888354,10.13478564,9.235308318,9.96353928,11.14379033,9.798333169,9.837631143,9.315915132,9.068237645,10.09122337,10.01852524,9.345368014,10.87785089,10.85994775,9.259471573,9.421237516,9.480636758,10.31689978,9.907685035,9.717000324,9.310254466,10.74719323,10.05905064,9.517977165,9.381274383,10.33987901,9.682668035,9.956545196,9.493350477,9.800689151,9.73805546,10.15250691,10.25204854,9.832565695,9.221279545,9.856103273,9.844385126,10.56105287,9.634540152
X209524_at,8.210563473,10.06528895,10.23988584,9.761373605,10.90946141,10.10858703,8.484804133,9.912086885,10.07951832,9.766332799,9.852802926,10.25708698,9.474898891,8.088489178,9.881172192,11.57083668,9.363080747,9.312822814,7.827954741,10.12363917,9.727041484,2.208375496,10.5640408,7.913550972,9.2358766,8.286637428,9.982665901,9.228595418,8.840401135,8.103926774,9.353653693,10.5393706,9.780111666,9.442072706,10.27525155,10.18040869,9.984572881,9.489347845,9.523966065,8.88239387,9.498530648,10.35574608,9.842645833,9.35687167,10.12756959,9.111558552,9.364337302,10.92183545,10.74253026,9.994572578,9.727814735,9.294951508,9.497343195,9.07368648,8.35474565,10.3154636,11.30690819,9.805375112,9.538889417,8.944985488,10.65461262,8.907335914,11.12296929,9.982285924,9.878352212,9.997375926,8.968926964,10.17872799,10.26568721,9.614395791,10.19418927,8.756896747,10.14486348,9.934357254,8.217912769,9.961885426,9.550135347,8.492562613,9.628321617,9.25668163,9.228000579,10.78667267,9.980913367,9.308893455,10.44873406,9.02375957,9.788329726,9.599727582,10.15989456,7.953901327,10.16372828,9.935593476,7.857787375,7.671468186,8.435332262,7.135630004,10.06125034,9.167399506,8.95925588,10.33822049,10.21869927,10.72315378,10.11723932,8.414456025,8.682995862,9.272545269,9.847038579,10.065964,9.623186323,8.985225018,9.979341726,10.20675847,9.320797339,9.571879743,6.703218624,10.0007936,9.031609587,9.860202602,7.106138204,9.137955102,10.04782902,10.32302393,9.701392635,10.01072833,9.178527448,8.136377245,9.28660342,9.17099441,10.70178852,9.798169536,9.529862716,9.621882562,7.277647616,10.44165844,10.01218116,9.62806898,11.09776346,9.30106664,7.825428705,9.994564745,9.054667141,10.82507551,9.587285697,9.635615099,9.749459405,10.02733093,8.650593091,10.16941979,10.39531768,10.57155634,8.04733443,9.687987596,10.33285047,10.38719126,9.224545274,10.0443653,9.364607607,9.499315312,9.596941006,10.24886,10.35455523,8.846971248,10.43671538,10.16950283,9.537710221,8.885090018,9.794475183,10.254701,6.54499353,9.541990779,9.077223347,9.873267701,10.06682482,9.856180754,9.318384238,10.43514691,10.46261567,11.10201575,9.694652301,9.548642909,9.48747115,8.981102108,9.62953983,10.62055278,10.41899103,8.317274691,7.177955106,9.135945579,8.025397983,9.991261665,6.624618131,9.186977473,10.27135833,10.00760088,10.27612166,9.841012718,8.143583753,9.220844356
